"","0","1000","2000","3000","4000","5000","6000","7000","8000","9000","10000","15000","20000","25000","30000","35000","40000","45000","50000","55000","60000"
"PB",0,0.00193,0.0589,0.286,0.603,0.836,0.947,0.986,0.997,0.999,1,1,1,1,1,1,1,1,1,1,1
"W",0,0.00193,0.0589,0.286,0.603,0.836,0.947,0.986,0.997,0.999,1,1,1,1,1,1,1,1,1,1,1
"HLT",0,0.00193,0.0589,0.286,0.603,0.836,0.947,0.986,0.997,0.999,1,1,1,1,1,1,1,1,1,1,1
