"","0","1000","2000","3000","4000","5000","6000","7000","8000","9000","10000","15000","20000","25000","30000","35000","40000","45000","50000","55000","60000"
"PB",0,0.000473,0.0152,0.0983,0.286,0.525,0.734,0.873,0.947,0.98,0.994,1,1,1,1,1,1,1,1,1,1
"W",0,0.000473,0.0152,0.0983,0.286,0.525,0.734,0.873,0.947,0.98,0.994,1,1,1,1,1,1,1,1,1,1
"HLT",0,0.000473,0.0152,0.0983,0.286,0.525,0.734,0.873,0.947,0.98,0.994,1,1,1,1,1,1,1,1,1,1
